,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,MinutesPer90,Goals,Assists,GoalsAndAssists,NonPenaltyGoals,PenaltiesScored,PenaltiesAttempted,CrdY,CrdR,ExpGoals,NPExpGoals,ExpAssists,NPExpGoalsAndAssists,PrgC,PrgP,PrgR,GoalsPer90,AssistsPer90,GoalsAndAssistsPer90,NPGoalsPer90,NPGoalsAndAssistsPer90,ExpGoalsPer90,ExpAssistsPer90,ExpGoalsAndAssistsPer90,NPExpGoalsPer90,NPExpGoalsAndAssistsPer90
2285,Razvan Sava,ROU,GK,Udinese,Serie A,22,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,Raúl,ESP,"FW,MF",Osasuna,La Liga,23,32,5,750,8.3,4,0,4,4,0,0,1,0,3.5,3.5,0.7,4.1,10,16,49,0.48,0.0,0.48,0.48,0.48,0.41,0.08,0.5,0.41,0.5
2287,Raúl Albiol,ESP,DF,Villarreal,La Liga,38,15,14,1188,13.2,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,3,34,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
2288,Raúl Asencio,ESP,DF,Real Madrid,La Liga,21,23,18,1670,18.6,0,1,1,0,0,0,3,0,0.1,0.1,0.6,0.7,5,27,4,0.0,0.05,0.05,0.0,0.05,0.01,0.03,0.04,0.01,0.04
2289,Raúl Chasco,ESP,DF,Valladolid,La Liga,20,2,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
2290,Raúl Jiménez,MEX,FW,Fulham,Premier League,33,38,30,2494,27.7,12,3,15,9,3,3,4,0,12.0,9.6,3.3,12.9,35,62,125,0.43,0.11,0.54,0.32,0.43,0.43,0.12,0.55,0.35,0.47
2291,Raúl Moro,ESP,"MF,FW",Valladolid,La Liga,21,33,26,2341,26.0,4,5,9,4,0,0,2,0,4.1,4.1,5.7,9.8,112,81,190,0.15,0.19,0.35,0.15,0.35,0.16,0.22,0.38,0.16,0.38
2292,Raúl de Tomás,ESP,"DF,FW",Rayo Vallecano,La Liga,29,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293,Reda Belahyane,MAR,MF,Hellas Verona,Serie A,20,22,17,1658,18.4,0,2,2,0,0,0,6,1,0.2,0.2,1.0,1.3,22,73,13,0.0,0.11,0.11,0.0,0.11,0.01,0.06,0.07,0.01,0.07
2294,Reda Belahyane,MAR,MF,Lazio,Serie A,20,6,1,198,2.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,Reda Khadra,GER,"MF,FW",Reims,Ligue 1,23,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
2296,Reece James,ENG,"DF,MF",Chelsea,Premier League,24,19,12,1063,11.8,1,1,2,1,0,0,1,0,0.4,0.4,0.7,1.1,7,64,12,0.08,0.08,0.17,0.08,0.17,0.04,0.06,0.1,0.04,0.1
2297,Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,30,19,10,941,10.5,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,14,34,15,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
2298,Reiss Nelson,ENG,FW,Arsenal,Premier League,24,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,Reiss Nelson,ENG,FW,Fulham,Premier League,24,11,5,487,5.4,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.2,0.18,0.39,0.2,0.39
2300,Remi Oudin,FRA,"MF,FW",Lecce,Serie A,27,11,3,299,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,2,13,16,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.22,0.04,0.22
2301,Remo Freuler,SUI,MF,Bologna,Serie A,32,37,37,3204,35.6,1,2,3,1,0,0,6,0,1.3,1.3,1.5,2.7,39,208,56,0.03,0.06,0.08,0.03,0.08,0.04,0.04,0.08,0.04,0.08
2302,Remy Rees-Dottin,ENG,FW,Bournemouth,Premier League,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2303,Renato Tapia,PER,"MF,DF",Leganés,La Liga,29,34,28,2424,26.9,1,0,1,1,0,0,8,0,0.6,0.6,0.4,1.0,17,83,20,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04
2304,Renato Veiga,POR,DF,Juventus,Serie A,21,13,12,1093,12.1,0,1,1,0,0,0,2,0,1.0,1.0,0.1,1.1,9,40,0,0.0,0.08,0.08,0.0,0.08,0.08,0.0,0.09,0.08,0.09
2305,Renato Veiga,POR,"DF,MF",Chelsea,Premier League,21,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
2306,Ricardo Pereira,POR,DF,Leicester City,Premier League,30,10,4,388,4.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,18,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
2307,Ricardo Rodríguez,SUI,DF,Betis,La Liga,31,18,15,1274,14.2,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,19,63,32,0.0,0.07,0.07,0.0,0.07,0.01,0.03,0.04,0.01,0.04
2308,Riccardo Calafiori,ITA,DF,Arsenal,Premier League,22,19,11,983,10.9,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,22,54,29,0.18,0.09,0.27,0.18,0.27,0.08,0.03,0.11,0.08,0.11
2309,Riccardo Orsolini,ITA,FW,Bologna,Serie A,27,30,23,1878,20.9,15,4,19,12,3,3,2,0,10.1,7.8,3.7,11.5,61,69,186,0.72,0.19,0.91,0.58,0.77,0.49,0.18,0.66,0.37,0.55
2310,Riccardo Sottil,ITA,"FW,MF",Milan,Serie A,25,6,1,123,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,11,3,14,0.0,0.0,0.0,0.0,0.0,0.13,0.23,0.36,0.13,0.36
2311,Riccardo Sottil,ITA,"FW,MF",Fiorentina,Serie A,25,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.11,0.11,0.22,0.11,0.22,0.09,0.09,0.19,0.09,0.19
2312,Richarlison,BRA,FW,Tottenham,Premier League,27,15,4,504,5.6,4,1,5,4,0,0,2,0,3.7,3.7,0.9,4.6,8,11,22,0.71,0.18,0.89,0.71,0.89,0.66,0.16,0.82,0.66,0.82
2313,Richie Sagrado,BEL,DF,Venezia,Serie A,20,3,3,140,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
2314,Rico Henry,ENG,DF,Brentford,Premier League,27,5,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,19,28,21,1893,21.0,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,39,107,78,0.05,0.1,0.14,0.05,0.14,0.07,0.02,0.08,0.07,0.08
2316,Ridgeciano Haps,SUR,DF,Venezia,Serie A,31,25,14,1369,15.2,1,1,2,1,0,0,3,0,1.2,1.2,0.7,1.9,26,52,47,0.07,0.07,0.13,0.07,0.13,0.08,0.05,0.13,0.08,0.13
2317,Ridle Baku,GER,"FW,MF",Wolfsburg,Bundesliga,26,15,14,1170,13.0,2,1,3,2,0,0,2,0,1.5,1.5,1.3,2.7,16,44,78,0.15,0.08,0.23,0.15,0.23,0.11,0.1,0.21,0.11,0.21
2318,Ridle Baku,GER,"DF,MF",RB Leipzig,Bundesliga,26,19,15,1275,14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.1,0.11,0.2,0.1,0.2
2319,Ritsu Doan,JPN,"FW,MF",Freiburg,Bundesliga,26,34,33,2862,31.8,10,7,17,10,0,0,2,0,6.6,6.6,3.7,10.3,64,130,178,0.31,0.22,0.53,0.31,0.53,0.21,0.12,0.32,0.21,0.32
2320,Robert Andrich,GER,"MF,DF",Leverkusen,Bundesliga,29,23,19,1598,17.8,2,2,4,2,0,0,7,0,1.3,1.3,0.3,1.6,8,65,17,0.11,0.11,0.23,0.11,0.23,0.07,0.02,0.09,0.07,0.09
2321,Robert Gumny,POL,DF,Augsburg,Bundesliga,26,7,2,271,3.0,0,0,0,0,0,0,2,0,0.3,0.3,0.5,0.8,5,10,13,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.26,0.11,0.26
2322,Robert Lewandowski,POL,FW,Barcelona,La Liga,35,34,32,2667,29.6,27,2,29,24,3,4,1,0,27.1,24.0,2.3,26.3,27,48,164,0.91,0.07,0.98,0.81,0.88,0.92,0.08,0.99,0.81,0.89
2323,Robert Skov,DEN,"DF,MF",Union Berlin,Bundesliga,28,15,11,852,9.5,2,2,4,1,1,1,1,0,1.7,0.9,2.4,3.3,25,36,45,0.21,0.21,0.42,0.11,0.32,0.18,0.25,0.43,0.1,0.35
2324,Robert Sánchez,ESP,GK,Chelsea,Premier League,26,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,Robert Wagner,GER,MF,St. Pauli,Bundesliga,21,12,5,407,4.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,10,9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
2326,Roberto Férnandez,ESP,FW,Espanyol,La Liga,22,19,18,1497,16.6,6,0,6,6,0,0,1,0,3.6,3.6,0.6,4.2,7,17,50,0.36,0.0,0.36,0.36,0.36,0.21,0.04,0.25,0.21,0.25
2327,Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,30,8,0,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09
2328,Roberto López,ESP,MF,Leganés,La Liga,24,13,3,396,4.4,0,1,1,0,0,0,0,0,0.5,0.5,0.9,1.4,3,20,11,0.0,0.23,0.23,0.0,0.23,0.11,0.2,0.31,0.11,0.31
2329,Roberto Navarro,ESP,"MF,FW",Mallorca,La Liga,22,23,15,1278,14.2,1,0,1,1,0,0,3,0,2.0,2.0,1.9,3.9,45,51,85,0.07,0.0,0.07,0.07,0.07,0.14,0.14,0.28,0.14,0.28
2330,Roberto Piccoli,ITA,FW,Cagliari,Serie A,23,37,37,3127,34.7,10,1,11,9,1,1,6,0,12.7,12.0,0.9,12.9,30,37,165,0.29,0.03,0.32,0.26,0.29,0.37,0.03,0.39,0.34,0.37
2331,Robin Gosens,GER,DF,Union Berlin,Bundesliga,30,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,4,5,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.15,0.02,0.15
2332,Robin Gosens,GER,DF,Fiorentina,Serie A,30,31,28,2434,27.0,5,5,10,5,0,0,6,0,1.8,1.8,2.4,4.1,31,102,91,0.18,0.18,0.37,0.18,0.37,0.06,0.08,0.15,0.06,0.15
2333,Robin Hack,GER,"FW,MF",Gladbach,Bundesliga,25,33,27,2172,24.1,4,7,11,4,0,0,4,0,5.4,5.4,3.6,9.0,51,95,141,0.17,0.29,0.46,0.17,0.46,0.22,0.15,0.38,0.22,0.38
2334,Robin Hranáč,CZE,DF,Hoffenheim,Bundesliga,24,4,2,219,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2335,Robin Koch,GER,DF,Eint Frankfurt,Bundesliga,28,30,30,2586,28.7,3,0,3,3,0,0,3,0,1.7,1.7,0.2,2.0,9,93,4,0.1,0.0,0.1,0.1,0.1,0.06,0.01,0.07,0.06,0.07
2336,Robin Le Normand,ESP,DF,Atlético Madrid,La Liga,27,27,24,2151,23.9,1,0,1,1,0,0,8,0,1.5,1.5,0.5,1.9,11,55,6,0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08
2337,Robin Olsen,SWE,GK,Aston Villa,Premier League,34,4,1,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2338,Robin Zentner,GER,GK,Mainz 05,Bundesliga,29,32,32,2880,32.0,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2339,Robinio Vaz,FRA,FW,Marseille,Ligue 1,17,2,0,75,0.8,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,3,0,6,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61
2340,Rocco Reitz,GER,MF,Gladbach,Bundesliga,22,27,21,1830,20.3,2,1,3,2,0,0,1,0,1.7,1.7,2.1,3.8,18,91,30,0.1,0.05,0.15,0.1,0.15,0.08,0.1,0.19,0.08,0.19
2341,Rodri,ESP,MF,Manchester City,Premier League,28,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
2342,Rodri,ESP,FW,Betis,La Liga,24,3,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,4,8,11,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19
2343,Rodrigo Abajas,ESP,DF,Valencia,La Liga,21,1,1,65,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,2,3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
2344,Rodrigo Bentancur,URU,MF,Tottenham,Premier League,27,26,21,1645,18.3,2,0,2,2,0,0,9,0,1.3,1.3,0.4,1.7,28,100,34,0.11,0.0,0.11,0.11,0.11,0.07,0.02,0.1,0.07,0.1
2345,Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,30,34,23,2106,23.4,3,5,8,3,0,0,7,0,1.3,1.3,5.6,6.9,85,231,64,0.13,0.21,0.34,0.13,0.34,0.06,0.24,0.29,0.06,0.29
2346,Rodrigo Gomes,POR,"DF,FW",Wolves,Premier League,21,25,7,810,9.0,2,0,2,2,0,0,0,0,0.7,0.7,0.9,1.6,23,27,81,0.22,0.0,0.22,0.22,0.22,0.08,0.1,0.18,0.08,0.18
2347,Rodrigo Muniz,BRA,FW,Fulham,Premier League,23,31,8,964,10.7,8,1,9,8,0,0,1,0,5.8,5.8,0.7,6.5,6,27,31,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61
2348,Rodrigo Riquelme,ESP,"MF,DF",Atlético Madrid,La Liga,24,16,4,516,5.7,0,1,1,0,0,0,0,0,0.9,0.9,0.8,1.7,43,24,62,0.0,0.17,0.17,0.0,0.17,0.16,0.14,0.3,0.16,0.3
2349,Rodrygo,BRA,"FW,MF",Real Madrid,La Liga,23,30,22,1928,21.4,6,5,11,6,0,0,0,0,4.0,3.9,3.0,6.9,113,108,253,0.28,0.23,0.51,0.28,0.51,0.19,0.14,0.33,0.18,0.32
2350,Roger Hinojo,ESP,DF,Espanyol,La Liga,19,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0.0,0.0,0.0,0.0,0.0,0.25,0.16,0.41,0.25,0.41
2352,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,27,28,22,1856,20.6,4,2,6,3,1,1,7,0,2.7,1.9,4.8,6.6,11,92,34,0.19,0.1,0.29,0.15,0.24,0.12,0.22,0.35,0.09,0.31
2353,Romain Del Castillo,FRA,FW,Brest,Ligue 1,28,26,14,1259,14.0,6,4,10,3,3,4,0,0,4.7,1.5,3.4,4.9,29,61,106,0.43,0.29,0.71,0.21,0.5,0.33,0.24,0.58,0.11,0.35
2354,Romain Esse,ENG,MF,Crystal Palace,Premier League,19,7,1,138,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1,7,14,0.65,0.65,1.3,0.65,1.3,0.21,0.27,0.48,0.21,0.48
2355,Romain Faivre,FRA,"MF,FW",Brest,Ligue 1,26,20,10,899,10.0,3,2,5,2,1,1,2,0,2.6,1.8,1.9,3.7,24,44,49,0.3,0.2,0.5,0.2,0.4,0.26,0.19,0.45,0.18,0.37
2356,Romain Perraud,FRA,DF,Betis,La Liga,26,28,22,2002,22.2,2,2,4,2,0,0,8,1,0.6,0.6,1.6,2.1,51,62,106,0.09,0.09,0.18,0.09,0.18,0.02,0.07,0.1,0.02,0.1
2357,Roman Dixon,ENG,DF,Everton,Premier League,19,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2358,Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24,32,32,2834,31.5,5,4,9,4,1,1,4,0,4.3,3.5,6.2,9.7,107,279,201,0.16,0.13,0.29,0.13,0.25,0.14,0.2,0.33,0.11,0.31
2359,Romelu Lukaku,BEL,FW,Napoli,Serie A,31,36,35,2843,31.6,14,10,24,11,3,4,4,0,13.0,9.8,4.0,13.8,31,36,219,0.44,0.32,0.76,0.35,0.66,0.41,0.13,0.54,0.31,0.44
2360,Roméo Lavia,BEL,MF,Chelsea,Premier League,20,16,11,797,8.9,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1.0,3,31,7,0.0,0.11,0.11,0.0,0.11,0.03,0.08,0.11,0.03,0.11
2361,Ronald Araújo,URU,DF,Barcelona,La Liga,25,12,11,754,8.4,1,1,2,1,0,0,3,0,1.0,1.0,0.4,1.4,6,49,3,0.12,0.12,0.24,0.12,0.24,0.11,0.05,0.17,0.11,0.17
2362,Ronnie Edwards,ENG,DF,Southampton,Premier League,21,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2363,Ross Barkley,ENG,MF,Aston Villa,Premier League,30,20,3,581,6.5,3,1,4,3,0,0,3,0,1.8,1.8,0.6,2.4,15,36,10,0.46,0.15,0.62,0.46,0.62,0.27,0.1,0.37,0.27,0.37
2364,Ross Stewart,SCO,FW,Southampton,Premier League,28,12,4,389,4.3,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,3,2,10,0.23,0.0,0.23,0.23,0.23,0.25,0.0,0.25,0.25,0.25
2365,Ruben Aguilar,FRA,"DF,MF",Lens,Ligue 1,31,16,13,1124,12.5,1,2,3,1,0,0,4,0,0.8,0.8,1.9,2.7,32,74,101,0.08,0.16,0.24,0.08,0.24,0.06,0.15,0.21,0.06,0.21
2366,Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,28,19,10,1037,11.5,0,0,0,0,0,0,3,0,0.7,0.7,1.9,2.6,27,51,32,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22
2367,Ruben Vargas,SUI,"MF,FW",Augsburg,Bundesliga,25,8,3,305,3.4,0,0,0,0,0,0,3,0,0.7,0.7,0.7,1.4,9,13,24,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4
2368,Ruben Vargas,SUI,"FW,MF",Sevilla,La Liga,25,11,9,671,7.5,2,1,3,2,0,0,0,0,2.0,2.0,0.8,2.7,29,14,63,0.27,0.13,0.4,0.27,0.4,0.26,0.1,0.37,0.26,0.37
2369,Rubén García,ESP,"FW,MF",Osasuna,La Liga,31,36,30,2413,26.8,5,5,10,5,0,0,2,0,3.2,3.2,3.6,6.8,37,112,157,0.19,0.19,0.37,0.19,0.37,0.12,0.13,0.25,0.12,0.25
2370,Rubén Peña,ESP,"FW,DF",Osasuna,La Liga,33,25,7,775,8.6,0,0,0,0,0,0,1,0,0.7,0.7,0.6,1.3,18,27,57,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.15,0.08,0.15
2371,Rudy Matondo,FRA,MF,Auxerre,Ligue 1,16,5,0,66,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2372,Rui Modesto,ANG,"DF,MF",Udinese,Serie A,24,20,4,608,6.8,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,16,22,43,0.0,0.15,0.15,0.0,0.15,0.07,0.12,0.19,0.07,0.19
2373,Rui Patrício,POR,GK,Atalanta,Serie A,36,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2374,Rui Silva,POR,GK,Betis,La Liga,30,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2375,Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,31,9,4,383,4.3,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,3,32,10,0.0,0.47,0.47,0.0,0.47,0.06,0.35,0.41,0.06,0.41
2376,Ryan Christie,SCO,MF,Bournemouth,Premier League,29,29,27,2117,23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23
2377,Ryan Fraser,SCO,"FW,DF",Southampton,Premier League,30,8,4,306,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
2378,Ryan Gravenberch,NED,MF,Liverpool,Premier League,22,37,37,3160,35.1,0,4,4,0,0,0,6,1,1.1,1.1,3.1,4.2,70,181,55,0.0,0.11,0.11,0.0,0.11,0.03,0.09,0.12,0.03,0.12
2379,Ryan Manning,IRL,"DF,MF",Southampton,Premier League,28,24,18,1462,16.2,0,1,1,0,0,0,2,0,0.3,0.3,3.2,3.6,14,35,74,0.0,0.06,0.06,0.0,0.06,0.02,0.2,0.22,0.02,0.22
2380,Ryan Sessegnon,ENG,"FW,DF",Fulham,Premier League,24,16,7,580,6.4,4,2,6,4,0,0,1,0,1.6,1.6,1.1,2.7,18,22,59,0.62,0.31,0.93,0.62,0.93,0.25,0.17,0.42,0.25,0.42
2381,Ryan Trevitt,ENG,MF,Brentford,Premier League,21,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2382,Ryan Yates,ENG,MF,Nott'ham Forest,Premier League,26,35,18,1915,21.3,2,1,3,2,0,0,10,0,2.3,2.3,1.2,3.5,18,53,16,0.09,0.05,0.14,0.09,0.14,0.11,0.05,0.16,0.11,0.16
2383,Rémy Cabella,FRA,"FW,MF",Lille,Ligue 1,34,23,12,1011,11.2,1,2,3,1,0,0,1,0,4.0,4.0,2.3,6.2,45,77,130,0.09,0.18,0.27,0.09,0.27,0.35,0.2,0.55,0.35,0.55
2384,Rémy Descamps,FRA,GK,Lyon,Ligue 1,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,Rémy Labeau Lascary,GLP,"FW,MF",Lens,Ligue 1,21,14,6,637,7.1,2,1,3,2,0,0,5,0,2.5,2.5,1.1,3.6,17,7,71,0.28,0.14,0.42,0.28,0.42,0.36,0.15,0.51,0.36,0.51
2386,Rúben Dias,POR,DF,Manchester City,Premier League,27,27,25,2271,25.2,0,0,0,0,0,0,4,0,1.5,1.5,0.3,1.8,43,160,8,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07
2387,Răzvan Marin,ROU,MF,Cagliari,Serie A,28,33,13,1406,15.6,3,2,5,1,2,2,4,0,2.4,0.8,3.6,4.5,22,84,29,0.19,0.13,0.32,0.06,0.19,0.15,0.23,0.39,0.05,0.29
2388,Saad El Haddad,MAR,MF,Venezia,Serie A,19,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07
2389,Saba Goglichidze,GEO,DF,Empoli,Serie A,20,33,29,2539,28.2,0,1,1,0,0,0,3,1,0.3,0.3,0.3,0.6,12,45,9,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.02,0.01,0.02
2390,Saba Sazonov,GEO,DF,Torino,Serie A,22,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2391,Sacha Boey,FRA,DF,Bayern Munich,Bundesliga,23,13,6,593,6.6,0,2,2,0,0,0,1,0,0.1,0.1,1.2,1.3,18,39,63,0.0,0.3,0.3,0.0,0.3,0.02,0.18,0.2,0.02,0.2
2392,Sael Kumbedi,FRA,DF,Lyon,Ligue 1,19,14,12,951,10.6,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,23,37,71,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
2393,Saidou Sow,GUI,DF,Strasbourg,Ligue 1,22,12,11,1018,11.3,0,1,1,0,0,0,2,0,0.3,0.3,0.2,0.5,0,16,2,0.0,0.09,0.09,0.0,0.09,0.03,0.01,0.04,0.03,0.04
2394,Saidou Sow,GUI,DF,Nantes,Ligue 1,22,9,9,799,8.9,1,0,1,1,0,0,1,0,0.6,0.6,0.4,1.1,2,15,0,0.11,0.0,0.11,0.11,0.11,0.07,0.05,0.12,0.07,0.12
2395,Salih Özcan,TUR,MF,Dortmund,Bundesliga,26,11,3,391,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,4,31,4,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17
2396,Salih Özcan,TUR,MF,Wolfsburg,Bundesliga,26,11,3,353,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,6,22,5,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.23,0.03,0.23
